"","RawName","CorrectedGenus","CorrectedSpecies"
"565","Aglaia tomentosa","Aglaia","tomentosa"
"566","Aglaia trichilia","Aglaia",NA
"567","Aglaia unifolia","Aglaia","unifolia"
"568","Aglaia vitiensis","Aglaia","vitiensis"
"569","Agonandra brasiliensis","Agonandra","brasiliensis"
"570","Agonandra engleri","Agonandra","engleri"
"571","Agonandra excelsa","Agonandra","excelsa"
"572","Agonandra peruviana","Agonandra","peruviana"
"573","Agonandra racemosa","Agonandra","racemosa"
"574","Agonandra silvatica","Agonandra","silvatica"
"575","Agonandra spegazzini","Agonandra","spegazzini"
"576","Agonandra sppChaquima1","Agonandra",NA
"577","Agonandra sppFPnet1","Agonandra",NA
"578","Agonandra sppRAINFOR1","Agonandra",NA
"579","Agonandra sppSCA1","Agonandra",NA
"580","Agonandra sppTEAM1","Agonandra",NA
"581","Agouticarpa sppFPnet1","Agouticarpa",NA
"582","Agouticarpa sppRAINFOR1","Agouticarpa",NA
"583","Agrostistachys longifolia","Agrostistachys","longifolia"
"584","Aida racemosa","Aidia","racemosa"
"585","Aidia canthioides","Aidia","canthioides"
"586","Aidia cochinchinensis","Aidia","cochinchinensis"
"587","Aidia congestum","Aidia","congesta"
"588","Aidia densiflora","Aidia","densiflora"
"589","Aidia genipiflora","Aidia","genipiflora"
"590","Aidia micrantha","Aidia","micrantha"
"591","Aidia ochroleuca","Aidia","ochroleuca"
"592","Aidia parvifolia","Aidia","parvifolia"
"593","Aidia sppCDi1","Aidia",NA
"594","Aidia sppCDi2","Aidia",NA
"595","Aidia sppGA1","Aidia",NA
"596","Aidia wallichiana","Aidia","wallichiana"
"597","Ailanthus altissima","Ailanthus","altissima"
"598","Ailanthus integrifolia","Ailanthus","integrifolia"
"599","Ailanthus malabarica","Ailanthus","malabarica"
"600","Ailanthus moluccana","Ailanthus","moluccana"
"601","Aiouea densiflora","Aiouea","densiflora"
"602","Aiouea dubia","Aiouea","dubia"
"603","Aiouea grandifolia","Aiouea","grandifolia"
"604","Aiouea longipetiolata","Aiouea","longipetiolata"
"605","Aiouea saligna","Aiouea","saligna"
"606","Aiouea sppAntado1","Aiouea",NA
"607","Aiouea sppFPnet1","Aiouea",NA
"608","Aiouea sppPE1","Aiouea",NA
"609","Aiouea sppRAINFOR1","Aiouea",NA
"610","Aiouea sppRanchoqu1","Aiouea",NA
"611","Aiouea sppTEAM1","Aiouea",NA
"612","Aiouea sppTambupl1","Aiouea",NA
"613","Aiouea tomentella","Aiouea","tomentella"
"614","Aiphanes aculeata","Aiphanes","aculeata"
"615","Aiphanes concinna","Aiphanes","concinna"
"616","Aiphanes erinacea","Aiphanes","erinacea"
"617","Aiphanes sppAntado1","Aiphanes",NA
"618","Aiphanes sppCuangos1","Aiphanes",NA
"619","Aiphanes sppCuevas1","Aiphanes",NA
"620","Aiphanes sppFarall1","Aiphanes",NA
"621","Aiphanes sppHachimal1","No","suitable"
"622","Aiphanes sppIncahuar1","Aiphanes",NA
"623","Aiphanes sppLaplanad1","Aiphanes",NA
"624","Aiphanes sppMaquipuc1","Aiphanes",NA
"625","Aiphanes ulei","Aiphanes","ulei"
"626","Airyantha schweinfurthii","Airyantha","schweinfurthii"
"627","Akiba sppCutervo1","Aniba",NA
"628","Alafia barteri","Alafia","barteri"
"629","Alafia thouarsii","Alafia","thouarsii"
"630","Alangium chinense","Alangium","chinense"
"631","Alangium ebenaceum","Alangium","ebenaceum"
"632","Alangium griffithii","Alangium","griffithii"
"633","Alangium javanicum","Alangium","javanicum"
"634","Alangium kurzii","Alangium","kurzii"
"635","Alangium platanifolium","Alangium","platanifolium"
"636","Alangium ridleyi","Alangium","ridleyi"
"637","Alangium sppBaitete1","Alangium",NA
"638","Alangium sppNadugani1","Alangium",NA
"639","Alangium villosum","Alangium","villosum"
"640","Alangium vitiense","Alangium","vitiense"
"641","Alberta humblotii","Alberta","humblotii"
"642","Alberta sppRAINFOR1","Alberta",NA
"643","Albizia adenocephala","Albizia","adinocephala"
"644","Albizia adianthifolia","Albizia","adianthifolia"
"645","Albizia aurisparsa","Albizia","aurisparsa"
"646","Albizia balsamifera","Albizia",NA
"647","Albizia bernieri","Albizia","bernieri"
"648","Albizia carbonaria","Albizia","carbonaria"
"649","Albizia caribaea","Albizia","caribaea"
"650","Albizia commiphoroides","Albizia","commiphoroides"
"651","Albizia corymbosa","Albizia","corymbosa"
"652","Albizia dubia","Albizia","dubia"
"653","Albizia duckeana","Albizia","duckeana"
"654","Albizia edwallii","Albizia","edwallii"
"655","Albizia falcataria","Albizia","falcataria"
"656","Albizia ferruginea","Albizia","ferruginea"
"657","Albizia glaberrima","Albizia","glaberrima"
"658","Albizia guachapele","Albizia","guachapele"
"659","Albizia gummifera","Albizia","gummifera"
"660","Albizia julibrissin","Albizia","julibrissin"
"661","Albizia kalkora","Albizia","kalkora"
"662","Albizia lebbec","Albizia","lebbeck"
"663","Albizia lebbeck","Albizia","lebbeck"
"664","Albizia lucidior","Albizia","lucidior"
"665","Albizia myriophylla","Albizia","myriophylla"
"666","Albizia niopoides","Albizia","niopoides"
"667","Albizia occidentalis","Albizia","occidentalis"
"668","Albizia pedicellaris","Albizia","pedicellaris"
"669","Albizia polycephala","Albizia","polycephala"
"670","Albizia procera","Albizia","procera"
"671","Albizia purpusii","Albizia","purpusii"
"672","Albizia saman","Albizia","saman"
"673","Albizia saponaria","Albizia","saponaria"
"674","Albizia sppAnkarif1","Albizia",NA
"675","Albizia sppBRi1","Albizia",NA
"676","Albizia sppBerbicer1","Albizia",NA
"677","Albizia sppCDi1","Albizia",NA
"678","Albizia sppCDi2","Albizia",NA
"679","Albizia sppCDi3","Albizia",NA
"680","Albizia sppColorado1","Albizia",NA
"681","Albizia sppFPnet1","Albizia",NA
"682","Albizia sppGA1","Albizia",NA
"683","Albizia sppGHA1","Albizia",NA
"684","Albizia sppIN1","Albizia",NA
"685","Albizia sppNosymang1","Albizia",NA
"686","Albizia sppPacific1","Albizia",NA
"687","Albizia sppPerinet1","Albizia",NA
"688","Albizia sppRAINFOR1","Albizia",NA
"689","Albizia sppSL1","Albizia",NA
"690","Albizia sppTEAM1","Albizia",NA
"691","Albizia tomentosa","Albizia","tomentosa"
"692","Albizia tulearensis","Albizia","tulearensis"
"693","Albizia zygia","Albizia","zygia"
"694","Albizzia granulosa","Albizia","granulosa"
"695","Albizzia marthae","Albizzia","marthae"
"696","Albizzia odoratissima","Albizia","odoratissima"
"697","Albizzia petitiana","Albizia",NA
"698","Albizzia sppFPnet1","Albizzia",NA
"699","Alchornea acutifolia","Alchornea","acutifolia"
"700","Alchornea brittonii","Alchornea","brittonii"
"701","Alchornea coelophylla","Alchornea","coelophylla"
"702","Alchornea cordata","Alchornea","cordata"
"703","Alchornea cordifolia","Alchornea","cordifolia"
"704","Alchornea costaricensis","Alchornea","costaricensis"
"705","Alchornea discolor","Alchornea","discolor"
"706","Alchornea floribunda","Alchornea","floribunda"
"707","Alchornea fluviatilis","Alchornea","fluviatilis"
"708","Alchornea glandulosa","Alchornea","glandulosa"
"709","Alchornea grandiflora","Alchornea","grandiflora"
"710","Alchornea grandis","Alchornea","grandis"
"711","Alchornea iricurana","Alchornea","iricurana"
"712","Alchornea latifolia","Alchornea","latifolia"
"713","Alchornea oblonga","Alchornea","oblonga"
"714","Alchornea pearcei","Alchornea","pearcei"
"715","Alchornea rugosa","Alchornea","rugosa"
"716","Alchornea schomburgkii","Alchornea","schomburgkii"
"717","Alchornea sidifolia","Alchornea","sidifolia"
"718","Alchornea sppAchupall1","Alchornea",NA
"719","Alchornea sppAnchicay1","Alchornea",NA
"720","Alchornea sppAnkarif1","Alchornea",NA
"721","Alchornea sppAntado1","Alchornea",NA
"722","Alchornea sppBOi1","Alchornea",NA
"723","Alchornea sppBanyong1","Alchornea",NA
"724","Alchornea sppCampano1","Alchornea",NA
"725","Alchornea sppCentinel1","Alchornea",NA
"726","Alchornea sppCeroneb21","Alchornea",NA
"727","Alchornea sppFPnet1","Alchornea",NA
"728","Alchornea sppLinhares1","Alchornea",NA
"729","Alchornea sppMiazi1","Alchornea",NA
"730","Alchornea sppMishnfl1","Alchornea",NA
"731","Alchornea sppNangarit1","Alchornea",NA
"732","Alchornea sppRAINFOR1","Alchornea",NA
"733","Alchornea sppRiopal21","Alchornea",NA
"734","Alchornea sppRiotavar1","Alchornea",NA
"735","Alchornea sppSietecue1","Alchornea",NA
"736","Alchornea sppTEAM1","Alchornea",NA
"737","Alchornea sppTahuampa1","Alchornea",NA
"738","Alchornea tiliaefolia","Alchornea","tiliifolia"
"739","Alchornea triplinervia","Alchornea","triplinervia"
"740","Alchorneopsis floribunda","Alchorneopsis","floribunda"
"741","Alchorneopsis sppGF1","Alchorneopsis",NA
"742","Alchorneopsis sppRAINFOR1","Alchorneopsis",NA
"743","Aldina latifolia","Aldina","latifolia"
"744","Alectryon excelsus","Alectryon","excelsus"
"745","Alectryon oleifolius","Alectryon","oleifolius"
"746","Alectryon semicinereus","Alectryon","semicinereum"
"747","Alectryon subcinereus","Alectryon","subcinereum"
"748","Aleurites moluccana","Aleurites","moluccana"
"749","Alexa grandiflora","Alexa","grandiflora"
"750","Alexa imperatricis","Alexa","imperatricis"
"751","Alexa wachenheimii","Alexa","wachenheimii"
"752","Alexia sppPasoh401","Alexia",NA
"753","Alfaroa colombiana","Alfaroa","colombiana"
"754","Alfaroa sppCerroelp1","Alfaroa",NA
"755","Alfaroa williamsii","Alfaroa","williamsii"
"756","Alibertia atlantica","Alibertia","atlantica"
"757","Alibertia baiana","Alibertia",NA
"758","Alibertia benensis","Alibertia","benensis"
"759","Alibertia curviflora","Alibertia","curviflora"
"760","Alibertia edulis","Alibertia","edulis"
"761","Alibertia hispida","Alibertia","hispida"
"762","Alibertia itayensis","Alibertia","itayensis"
"763","Alibertia latifolia","Alibertia","latifolia"
"764","Alibertia macrophylla","Alibertia","macrophylla"
"765","Alibertia pilosa","Alibertia","pilosa"
"766","Alibertia sessilis","Alibertia","sessilis"
"767","Alibertia sppAraracua1","Alibertia",NA
"768","Alibertia sppBerbicer1","Alibertia",NA
"769","Alibertia sppCampano1","Alibertia",NA
"770","Alibertia sppCochacas1","Alibertia",NA
"771","Alibertia sppFPnet1","Alibertia",NA
"772","Alibertia sppPE1","Alibertia",NA
"773","Alibertia sppRAINFOR1","Alibertia",NA
"774","Alibertia sppSCA1","Alibertia",NA
"775","Alibertia stenantha","Alibertia","stenantha"
"776","Alibertia tutumilla","Alibertia","tutumilla"
"777","Alibertia verrucosa","Alibertia","verrucosa"
"778","Alinea lanceolata","Axinaea","lanceolata"
"779","Allagoptera caudescens","Allagoptera","caudescens"
"780","Allanblackia floribunda","Allanblackia","floribunda"
"781","Allanblackia gabonensis","Allanblackia","gabonensis"
"782","Allanblackia klainei","Allanblackia","klainei"
"783","Allanblackia marienii","Allanblackia","marienii"
"784","Allanblackia parviflora","Allanblackia","parviflora"
"785","Allanblackia smittmania","Allanblackia",NA
"786","Allanblackia sppBelinga1","Allanblackia",NA
"787","Allanblackia sppCDi1","Allanblackia",NA
"788","Allanblackia sppCDi2","Allanblackia",NA
"789","Allanblackia sppCDi3","Allanblackia",NA
"790","Allanblackia ulugurensis","Allanblackia","ulugurensis"
"791","Allantoma decandra","Allantoma","decandra"
"792","Allantoma lineata","Allantoma","lineata"
"793","Allantospermum borneense","Allantospermum","borneense"
"794","Allenanthus hondurensis","Allenanthus","hondurensis"
"795","Alleospermum sppAltodemi1","Alleospermum",NA
"796","Allexis cauliflora","Allexis","cauliflora"
"797","Allocasuarina inophloia","Allocasuarina","inophloia"
"798","Allocasuarina littoralis","Allocasuarina","littoralis"
"799","Allocasuarina luehmannii","Allocasuarina","luehmannii"
"800","Allocasuarina torulosa","Allocasuarina","torulosa"
"801","Allomarkgrafia plumeriiflora","Allomarkgrafia","plumeriiflora"
"802","Allophyllum integrifolium","Allophyllum","integrifolium"
"803","Allophyllus cobbe","Allophylus","cobbe"
"804","Allophyllus psilospermus","Allophylus","psilospermus"
"805","Allophyllus sppGA1","Allophyllus",NA
"806","Allophyllus sppGAB1","Allophyllus",NA
"807","Allophyllus sppGAB2","Allophyllus",NA
"808","Allophyllus sppYanam11","Allophyllus",NA
"809","Allophylus abyssinicus","Allophylus","abyssinicus"
"810","Allophylus africanus","Allophylus","africanus"
"811","Allophylus amazonicus","Allophylus","amazonicus"
"812","Allophylus bojerianus","Allophylus","bojerianus"
"813","Allophylus campostachys","Allophylus","camptostachys"
"814","Allophylus camptostachys","Allophylus","camptostachys"
"815","Allophylus cobbe","Allophylus","cobbe"
"816","Allophylus cominia","Allophylus","cominia"
"817","Allophylus coriaceus","Allophylus","coriaceus"
"818","Allophylus coursii","Allophylus",NA
"819","Allophylus divaricatus","Allophylus","divaricatus"
"820","Allophylus dodsonii","Allophylus","dodsonii"
"821","Allophylus edulis","Allophylus","edulis"
"822","Allophylus excelsus","Allophylus","excelsus"
"823","Allophylus floribundus","Allophylus","floribundus"
"824","Allophylus gentryi","Allophylus","gentryi"
"825","Allophylus glabratus","Allophylus","glabratus"
"826","Allophylus guaraniticus","Allophylus","guaraniticus"
"827","Allophylus incanus","Allophylus","incanus"
"828","Allophylus laevigatus","Allophylus","laevigatus"
"829","Allophylus latifolius","Allophylus","latifolius"
"830","Allophylus loretensis","Allophylus","loretensis"
"831","Allophylus nitidulus","Allophylus","nitidulus"
"832","Allophylus occidentalis","Allophylus","occidentalis"
"833","Allophylus petiolulatus","Allophylus","petiolulatus"
"834","Allophylus pilosus","Allophylus","pilosus"
"835","Allophylus pinnatus","Allophylus","pinnatus"
"836","Allophylus psilospermus","Allophylus","psilospermus"
"837","Allophylus puberulus","Allophylus","puberulus"
"838","Allophylus punctatus","Allophylus","punctatus"
"839","Allophylus racemosus","Allophylus","racemosus"
"840","Allophylus scrobiculatus","Allophylus","scrobiculatus"
"841","Allophylus sppBRi1","Allophylus",NA
"842","Allophylus sppCarajas1","Allophylus",NA
"843","Allophylus sppChaquima1","Allophylus",NA
"844","Allophylus sppChaquima2","Allophylus",NA
"845","Allophylus sppCuevas1","Allophylus",NA
"846","Allophylus sppFPnet1","Allophylus",NA
"847","Allophylus sppGentry1","Allophylus",NA
"848","Allophylus sppLagenoa1","Allophylus",NA
"849","Allophylus sppLagenoa2","Allophylus",NA
"850","Allophylus sppMadidi1","Allophylus",NA
"851","Allophylus sppMadidiri1","No","suitable"
"852","Allophylus sppNosymang1","Allophylus",NA
"853","Allophylus sppNuevomun1","Allophylus",NA
"854","Allophylus sppPerinet1","Allophylus",NA
"855","Allophylus sppPerinet2","Allophylus",NA
"856","Allophylus sppPerinet3","Allophylus",NA
"857","Allophylus sppPersever1","Allophylus",NA
"858","Allophylus sppRAINFOR1","Allophylus",NA
"859","Allophylus sppRiotavar1","Allophylus",NA
"860","Allophylus sppSCA1","Allophylus",NA
"861","Allophylus sppSantacru1","Allophylus",NA
"862","Allophylus sppTEAM1","Allophylus",NA
"863","Allophylus sppTEAM2","Allophylus",NA
"864","Allophylus sppUcumari1","Allophylus",NA
"865","Allophylus sppYanam11","Allophylus",NA
"866","Allophylus timorensis","Allophylus","timorensis"
"867","Alloplectus sppCutervo1","Alloplectus",NA
"868","Alloplectus sppUcumari1","Alloplectus",NA
"869","Allosanthus sppCarara1","Allosanthus",NA
"870","Allosanthus trifoliolatus","Allosanthus","trifoliolatus"
"871","Allospondias lakonensis","No","suitable"
"872","Alloxylon pinnatum","Alloxylon","pinnatum"
"873","Alluaudia procera","Alluaudia","procera"
"874","Almeidea coerulea","Almeidea","caerulea"
"875","Alniphyllum fortunei","Alniphyllum","fortunei"
"876","Alnus acuminata","Alnus","acuminata"
"877","Alnus arguta","Alnus","arguta"
"878","Alnus cordata","Alnus","cordata"
"879","Alnus firma","Alnus","firma"
"880","Alnus firmifolia","Alnus","firmifolia"
"881","Alnus glutinosa","Alnus","glutinosa"
"882","Alnus incana","Alnus","incana"
"883","Alnus japonica","Alnus","japonica"
"884","Alnus jorullensis","Alnus","jorullensis"
"885","Alnus nepalensis","Alnus","nepalensis"
"886","Alnus oblongifolia","Alnus","oblongifolia"
"887","Alnus pendula","Alnus","pendula"
"888","Alnus rhombifolia","Alnus","rhombifolia"
"889","Alnus rubra","Alnus","rubra"
"890","Alnus rugosa","Alnus","rugosa"
"891","Alnus serrulata","No","suitable"
"892","Alnus sibirica","Alnus","sibirica"
"893","Alnus sppCAi1","Alnus",NA
"894","Alnus sppDE1","Alnus",NA
"895","Alnus sppDEii1","Alnus",NA
"896","Alnus sppDK1","Alnus",NA
"897","Alnus sppFunDiv1","Alnus",NA
"898","Alnus sppIN1","Alnus",NA
"899","Alnus sppMX1","Alnus",NA
"900","Alnus viridis","Alnus","viridis"
"901","Alocasia macrorhiza","Alocasia","macrorrhiza"
"902","Aloysia sppRiachuel1","Aloysia",NA
"903","Aloysia virgata","Aloysia","virgata"
"904","Alphitonia carolinensis","Alphitonia","carolinensis"
"905","Alphitonia excelsa","Alphitonia","excelsa"
"906","Alphitonia macrocarpa","Alphitonia","macrocarpa"
"907","Alphitonia neocaledonica","Alphitonia","neocaledonica"
"908","Alphitonia petriei","Alphitonia","petriei"
"909","Alphitonia sppPacific1","Alphitonia",NA
"910","Alphitonia whitei","Alphitonia","whitei"
"911","Alphitonia zizyphoides","Alphitonia","zizyphoides"
"912","Alphonsea elliptica","Alphonsea","elliptica"
"913","Alphonsea johorensis","Alphonsea","johorensis"
"914","Alphonsea maingayi","Alphonsea","maingayi"
"915","Alseis blackiana","Alseis","blackiana"
"916","Alseis eggersii","Alseis","eggersii"
"917","Alseis floribunda","Alseis","floribunda"
"918","Alseis labatioides","Alseis","labatioides"
"919","Alseis lugonis","Alseis","lugonis"
"920","Alseis microcarpa","Alseis","microcarpa"
"921","Alseis peruviana","Alseis","peruviana"
"922","Alseis sppCandamo1","Alseis",NA
"923","Alseis sppFPnet1","Alseis",NA
"924","Alseis sppPE1","Alseis",NA
"925","Alseis sppRAINFOR1","Alseis",NA
"926","Alseis sppRioheath1","Alseis",NA
"927","Alseis sppSCA1","Alseis",NA
"928","Alseis yucatanensis","Alseis","yucatanensis"
"929","Alseodaphne falcata","Alseodaphne","falcata"
"930","Alseodaphne glomenta","Alseodaphne",NA
"931","Alseodaphne helophila","Alseodaphne","helophila"
"932","Alseodaphne intermedia","Alseodaphne","intermedia"
"933","Alseodaphne nigrescens","Alseodaphne","nigrescens"
"934","Alseodaphne peduncularis","Alseodaphne","peduncularis"
"935","Alseodaphne sp1","Alseodaphne",NA
"936","Alseodaphne sppAvalanch1","Alseodaphne",NA
"937","Alseodaphne sppAvalanch2","Alseodaphne",NA
"938","Alseodaphne sppGenting1","Alseodaphne",NA
"939","Alseodaphne sppPasoh401","Alseodaphne",NA
"940","Alseodaphne sppTEAM1","Alseodaphne",NA
"941","Alseuosmia macrophylla","Alseuosmia","macrophylla"
"942","Alsodeiopsis schumannii","Alsodeiopsis","schumannii"
"943","Alsodeiopsis weissenborniana","Alsodeiopsis","weissenborniana"
"944","Alsophila cuspidata","Alsophila","cuspidata"
"945","Alsophila erinacea","Alsophila","erinacea"
"946","Alsophila firma","Alsophila","firma"
"947","Alsophila portoricensis","Alsophila","portoricensis"
"948","Alsophila sppCerroolu1","Alsophila",NA
"949","Alsophila stelligera","Alsophila","stelligera"
"950","Alsophila sternbergii","Alsophila","sternbergii"
"951","Alsophila vieillardii","Alsophila","vieillardii"
"952","Alstonia angustiloba","Alstonia","angustiloba"
"953","Alstonia boonei","Alstonia","boonei"
"954","Alstonia comptonii","Alstonia","comptonii"
"955","Alstonia congensis","Alstonia","congensis"
"956","Alstonia constricta","Alstonia","constricta"
"957","Alstonia costata","Alstonia","costata"
"958","Alstonia lanceolata","Alstonia","lanceolata"
"959","Alstonia longifolia","Alstonia","longifolia"
"960","Alstonia macrophylla","Alstonia","macrophylla"
"961","Alstonia montana","Alstonia","montana"
