"family","genus","species","wd","Region","Reference.Number"
"Malvaceae","Grewia","crenata",0.46,"South-East Asia (tropical)",144
"Malvaceae","Grewia","eriocarpa",0.67,"South-East Asia (tropical)",129
"Malvaceae","Grewia","glabra",0.57,"India",26
"Malvaceae","Grewia","glabra",0.496,"South-East Asia (tropical)",14
"Malvaceae","Grewia","humilis",0.592,"South-East Asia (tropical)",14
"Malvaceae","Grewia","laevigata",0.42,"South-East Asia (tropical)",129
"Malvaceae","Grewia","monticola",0.758,"Africa (extratropical)",72
"Malvaceae","Grewia","multiflora",0.483,"South-East Asia (tropical)",145
"Malvaceae","Grewia","oligoneura",0.415,"Africa (tropical)",147
"Malvaceae","Grewia","oppositifolia",0.646,"India",135
"Malvaceae","Grewia","stylocarpa",0.47,"South-East Asia (tropical)",177
"Malvaceae","Grewia","subinaequalis",0.68,"India",26
"Malvaceae","Grewia","tiliifolia",0.65,"India",109
"Malvaceae","Grewia","vestita",0.61,"India",109
"Lecythidaceae","Grias","neuberthii",0.62,"South America (tropical)",44
"Lecythidaceae","Grias","peruviana",0.62,"South America (tropical)",44
"Griseliniaceae","Griselinia","littoralis",0.632,"Oceania",94
"Zygophyllaceae","Guaiacum","coulteri",1.1,"Mexico",23
"Zygophyllaceae","Guaiacum",NA,1.05,"South America (tropical)",36
"Zygophyllaceae","Guaiacum","officinale",1.08,"South America (tropical)",35
"Zygophyllaceae","Guaiacum","officinale",1.25,"Central America (tropical)",111
"Zygophyllaceae","Guaiacum","officinale",1.2,"South America (tropical)",110
"Zygophyllaceae","Guaiacum","sanctum",1.08,"South America (tropical)",35
"Zygophyllaceae","Guaiacum","sanctum",1.1,"Central America (tropical)",111
"Nyctaginaceae","Guapira","cuspidata",0.47,"South America (tropical)",141
"Nyctaginaceae","Guapira","cuspidata",0.517,"South America (tropical)",189
"Nyctaginaceae","Guapira","cuspidata",0.49,"South America (tropical)",44
"Nyctaginaceae","Guapira","linearibracteata",0.69,"Mexico",23
"Nyctaginaceae","Guapira","opposita",0.83,"South America (extratropical)",114
"Meliaceae","Guarea","cedrata",0.56,"Africa (tropical)",1
"Meliaceae","Guarea","cedrata",0.48,"Africa (tropical)",85
"Meliaceae","Guarea","cedrata",0.507,"Africa (tropical)",98
"Meliaceae","Guarea","cedrata",0.502,"Africa (tropical)",147
"Meliaceae","Guarea","cedrata",0.503,"Africa (tropical)",147
"Meliaceae","Guarea","cedrata",0.507,"Africa (tropical)",147
"Meliaceae","Guarea","cedrata",0.516,"Africa (tropical)",147
"Meliaceae","Guarea","cedrata",0.517,"Africa (tropical)",147
"Meliaceae","Guarea","cedrata",0.518,"Africa (tropical)",147
"Meliaceae","Guarea","cedrata",0.541,"Africa (tropical)",147
"Meliaceae","Guarea","cedrata",0.586,"Africa (tropical)",147
"Meliaceae","Guarea","cedrata",0.465,"Africa (tropical)",181
"Meliaceae","Guarea","cedrata",0.497,"Africa (tropical)",182
"Meliaceae","Guarea","cedrata",0.48,"Africa (tropical)",99
"Meliaceae","Guarea","cedrata",0.47,"Africa (tropical)",104
"Meliaceae","Guarea","glabra",0.6,"Central America (tropical)",116
"Meliaceae","Guarea","glabra",0.592,"South America (tropical)",198
"Meliaceae","Guarea","glabra",0.51,"Mexico",23
"Meliaceae","Guarea","glabra",0.31,"Central America (tropical)",167
"Meliaceae","Guarea","glabra",0.38,"South-East Asia",181
"Meliaceae","Guarea","gomma",0.65,"South America (tropical)",45
"Meliaceae","Guarea","grandifolia",0.545,"Mexico",23
"Meliaceae","Guarea","grandifoliola",0.38,"South-East Asia",181
"Meliaceae","Guarea","guidonia",0.76,"South America (extratropical)",114
"Meliaceae","Guarea","guidonia",0.51,"Central America (tropical)",111
"Meliaceae","Guarea","guidonia",0.66,"South America (tropical)",93
"Meliaceae","Guarea","guidonia",0.56,"South America (tropical)",64
"Meliaceae","Guarea","guidonia",0.551,"South America (tropical)",52
"Meliaceae","Guarea","guidonia",0.51,"South America (tropical)",110
"Meliaceae","Guarea","guidonia",0.43,"South America (tropical)",77
"Meliaceae","Guarea","guidonia",0.41,"South America (tropical)",187
"Meliaceae","Guarea","guidonia",0.58,"South America (tropical)",45
"Meliaceae","Guarea","guidonia",0.68,"South America (tropical)",92
"Meliaceae","Guarea","humaitensis",0.77,"South America (tropical)",44
"Meliaceae","Guarea","humaitensis",0.759,"South America (tropical)",166
"Meliaceae","Guarea",NA,0.43,"South America (Tropical)",138
"Meliaceae","Guarea",NA,0.539,"Africa (tropical)",143
"Meliaceae","Guarea",NA,0.515,"Africa (tropical)",183
"Meliaceae","Guarea","kunthiana",0.82,"South America (extratropical)",114
"Meliaceae","Guarea","kunthiana",0.57,"South America (tropical)",184
"Meliaceae","Guarea","kunthiana",0.6,"South America (tropical)",20
"Meliaceae","Guarea","kunthiana",0.51,"South America (tropical)",204
"Meliaceae","Guarea","kunthiana",0.58,"South America (tropical)",44
"Meliaceae","Guarea","kunthiana",0.617,"South America (tropical)",165
"Meliaceae","Guarea","laurentii",0.56,"Africa (tropical)",1
"Meliaceae","Guarea","laurentii",0.588,"Africa (tropical)",85
"Meliaceae","Guarea","laurentii",0.542,"Africa (tropical)",40
"Meliaceae","Guarea","macrophylla",0.52,"South America (tropical)",184
"Meliaceae","Guarea","macrophylla",0.77,"South America (tropical)",45
"Meliaceae","Guarea","polymera",0.52,"South America (tropical)",141
"Meliaceae","Guarea","pterorhachis",0.77,"South America (tropical)",44
"Meliaceae","Guarea","pubescens",0.57,"South America (tropical)",55
"Meliaceae","Guarea","pubescens",0.491,"Central America (tropical)",167
"Meliaceae","Guarea","purusana",0.77,"South America (tropical)",15
"Meliaceae","Guarea","scabra",0.74,"South America (tropical)",128
"Meliaceae","Guarea","subviridiflora",0.64,"South America (tropical)",18
"Meliaceae","Guarea","thompsonii",0.56,"Africa (tropical)",1
"Meliaceae","Guarea","thompsonii",0.577,"Africa (tropical)",85
"Meliaceae","Guarea","thompsonii",0.533,"Africa (tropical)",98
"Meliaceae","Guarea","thompsonii",0.582,"Africa (tropical)",147
"Meliaceae","Guarea","thompsonii",0.598,"Africa (tropical)",147
"Meliaceae","Guarea","thompsonii",0.465,"Africa (tropical)",181
"Meliaceae","Guarea","thompsonii",0.552,"Africa (tropical)",182
"Meliaceae","Guarea","thompsonii",0.56,"Africa (tropical)",99
"Meliaceae","Guarea","thompsonii",0.54,"Africa (tropical)",104
"Annonaceae","Guatteria","acutissima",0.45,"South America (tropical)",165
"Annonaceae","Guatteria","amplifolia",0.511,"Central America (tropical)",167
"Annonaceae","Guatteria","blainii",0.8,"Central America (tropical)",111
"Annonaceae","Guatteria","cargadero",0.52,"South America (tropical)",102
"Annonaceae","Guatteria","caribaea",0.8,"Central America (tropical)",111
"Annonaceae","Guatteria","cestrifolia",0.54,"South America (tropical)",44
"Annonaceae","Guatteria","chlorantha",0.54,"South America (tropical)",44
"Annonaceae","Guatteria","decurrens",0.52,"South America (tropical)",20
"Annonaceae","Guatteria","dumetorum",0.466,"Central America (tropical)",164
"Annonaceae","Guatteria","eugeniifolia",0.81,"South America (tropical)",184
"Annonaceae","Guatteria","micans",0.54,"South America (tropical)",44
"Annonaceae","Guatteria","modesta",0.54,"South America (tropical)",44
"Annonaceae","Guatteria","nigrescens",0.59,"South America (extratropical)",114
"Annonaceae","Guatteria","olivacea",0.387,"South America (tropical)",198
"Annonaceae","Guatteria","olivacea",0.47,"South America (tropical)",41
"Annonaceae","Guatteria","olivacea",0.51,"South America (tropical)",89
"Annonaceae","Guatteria","procera",0.65,"South America (tropical)",89
"Annonaceae","Guatteria","puncticulata",0.54,"South America (tropical)",44
"Annonaceae","Guatteria","schomburgkiana",0.6,"South America (tropical)",45
"Annonaceae","Guatteria","scytophylla",0.44,"South America (tropical)",24
"Annonaceae","Guatteria","scytophylla",0.59,"South America (tropical)",24
"Malvaceae","Guazuma","crinita",0.8,"South America (extratropical)",114
"Malvaceae","Guazuma","crinita",0.41,"South America (tropical)",77
"Malvaceae","Guazuma","crinita",0.47,"South America (tropical)",44
"Malvaceae","Guazuma","tomentosa",0.6,"India",26
"Malvaceae","Guazuma","ulmifolia",0.51,"South America (tropical)",141
"Malvaceae","Guazuma","ulmifolia",0.55,"South America (extratropical)",114
"Malvaceae","Guazuma","ulmifolia",0.51,"Central America (tropical)",116
"Malvaceae","Guazuma","ulmifolia",0.56,"Central America (tropical)",196
"Malvaceae","Guazuma","ulmifolia",0.67,"Mexico",23
"Malvaceae","Guazuma","ulmifolia",0.474,"South America (tropical)",189
"Malvaceae","Guazuma","ulmifolia",0.45,"South America (tropical)",204
"Malvaceae","Guazuma","ulmifolia",0.57,"South America (tropical)",77
"Malvaceae","Guazuma","ulmifolia",0.52,"South America (tropical)",45
"Malvaceae","Guazuma","ulmifolia",0.43,"South-East Asia (tropical)",16
"Malvaceae","Guazuma","ulmifolia",0.482,"Africa (tropical)",4
"Malvaceae","Guazuma","ulmifolia",0.5,"Africa (tropical)",39
"Rubiaceae","Guettarda","acreana",0.87,"South America (tropical)",52
"Rubiaceae","Guettarda","elliptica",0.97,"Mexico",23
"Rubiaceae","Guettarda","elliptica",0.83,"Central America (tropical)",112
"Rubiaceae","Guettarda","elliptica",0.6,"South America (tropical)",44
"Rubiaceae","Guettarda","scabra",0.65,"South America (tropical)",141
"Rubiaceae","Guettarda","scabra",0.8,"Central America (tropical)",111
"Rubiaceae","Guettarda","speciosa",0.59,"South-East Asia (tropical)",170
"Rubiaceae","Guettarda","uruguensis",0.73,"South America (extratropical)",114
"Rubiaceae","Guettarda","valenzuelana",0.65,"Central America (tropical)",112
"Fabaceae","Guibourtia","arnoldiana",0.775,"Africa (tropical)",1
"Fabaceae","Guibourtia","arnoldiana",0.64,"Africa (tropical)",85
"Fabaceae","Guibourtia","arnoldiana",0.727,"Africa (tropical)",143
"Fabaceae","Guibourtia","arnoldiana",0.665,"Africa (tropical)",147
"Fabaceae","Guibourtia","arnoldiana",0.667,"Africa (tropical)",147
"Fabaceae","Guibourtia","arnoldiana",0.733,"Africa (tropical)",147
"Fabaceae","Guibourtia","arnoldiana",0.594,"Africa (tropical)",181
"Fabaceae","Guibourtia","arnoldiana",0.662,"Africa (tropical)",182
"Fabaceae","Guibourtia","arnoldiana",0.65,"Africa (tropical)",59
"Fabaceae","Guibourtia","chodatiana",0.77,"South America (tropical)",44
"Fabaceae","Guibourtia","coleosperma",0.568,"Africa (tropical)",181
"Fabaceae","Guibourtia","coleosperma",0.717,"Africa (tropical)",182
"Fabaceae","Guibourtia","conjugata",0.926,"Africa (extratropical)",72
"Fabaceae","Guibourtia","demeusei",0.749,"Africa (tropical)",1
"Fabaceae","Guibourtia","demeusei",0.738,"Africa (tropical)",85
"Fabaceae","Guibourtia","demeusei",0.713,"Africa (tropical)",143
"Fabaceae","Guibourtia","demeusei",0.695,"Africa (tropical)",147
"Fabaceae","Guibourtia","demeusei",0.832,"Africa (tropical)",147
"Fabaceae","Guibourtia","demeusei",1.015,"Africa (tropical)",147
"Fabaceae","Guibourtia","demeusei",1.04,"Africa (tropical)",147
"Fabaceae","Guibourtia","demeusei",0.689,"Africa (tropical)",181
"Fabaceae","Guibourtia","demeusei",0.8,"Africa (tropical)",182
"Fabaceae","Guibourtia","demeusei",0.69,"Africa (tropical)",143
"Fabaceae","Guibourtia","ehie",0.775,"Africa (tropical)",1
"Fabaceae","Guibourtia","ehie",0.67,"Africa (tropical)",85
"Fabaceae","Guibourtia","ehie",0.624,"Africa (tropical)",143
"Fabaceae","Guibourtia","ehie",0.636,"Africa (tropical)",147
"Fabaceae","Guibourtia","ehie",0.694,"Africa (tropical)",147
"Fabaceae","Guibourtia","ehie",0.699,"Africa (tropical)",147
"Fabaceae","Guibourtia","ehie",0.702,"Africa (tropical)",147
"Fabaceae","Guibourtia","ehie",0.735,"Africa (tropical)",147
"Fabaceae","Guibourtia","ehie",0.758,"Africa (tropical)",147
"Fabaceae","Guibourtia","ehie",0.759,"Africa (tropical)",147
"Fabaceae","Guibourtia","ehie",0.77,"Africa (tropical)",147
"Fabaceae","Guibourtia","ehie",0.806,"Africa (tropical)",147
"Fabaceae","Guibourtia","ehie",0.62,"Africa (tropical)",181
"Fabaceae","Guibourtia","ehie",0.717,"Africa (tropical)",182
"Fabaceae","Guibourtia","hymenaefolia",1,"South America (extratropical)",114
"Fabaceae","Guibourtia",NA,0.72,"Africa (tropical)",85
"Fabaceae","Guibourtia",NA,0.667,"Africa (tropical)",147
"Fabaceae","Guibourtia",NA,0.724,"Africa (tropical)",147
"Fabaceae","Guibourtia",NA,0.775,"Africa (tropical)",147
"Fabaceae","Guibourtia",NA,0.806,"Africa (tropical)",147
"Fabaceae","Guibourtia",NA,0.814,"Africa (tropical)",147
"Fabaceae","Guibourtia",NA,0.825,"Africa (tropical)",147
"Fabaceae","Guibourtia","pellegriniana",0.749,"Africa (tropical)",1
"Fabaceae","Guibourtia","pellegriniana",0.781,"Africa (tropical)",85
