,ID_AE,Latitude,Longitude,Family,Genus,Species,Substitute_equation,Unit_X,Min_X,Max_X,Output_TR,Unit_Y,Ecoregion_WWF,Veg_Component
639,38182,33.4942,-79.4862,Fagaceae,Quercus,nigra,Biomass=0+0*(DBH^2)+3.15067*((DBH^2)^(1.21955)),in2,1,114,NA,lb,Temperate coniferous forests,Stem + branches (live)
640,38182,36.7929,-76.8365,Fagaceae,Quercus,nigra,Biomass=0+0*(DBH^2)+3.15067*((DBH^2)^(1.21955)),in2,1,114,NA,lb,Temperate coniferous forests,Stem + branches (live)
641,38182,29.8276,-82.9387,Fagaceae,Quercus,nigra,Biomass=0+0*(DBH^2)+3.15067*((DBH^2)^(1.21955)),in2,1,114,NA,lb,Temperate coniferous forests,Stem + branches (live)
642,38182,29.3726,-81.6808,Fagaceae,Quercus,nigra,Biomass=0+0*(DBH^2)+3.15067*((DBH^2)^(1.21955)),in2,1,114,NA,lb,Temperate coniferous forests,Stem + branches (live)
643,38182,29.9882,-81.7343,Fagaceae,Quercus,nigra,Biomass=0+0*(DBH^2)+3.15067*((DBH^2)^(1.21955)),in2,1,114,NA,lb,Temperate coniferous forests,Stem + branches (live)
644,38182,30.3896,-81.7343,Fagaceae,Quercus,nigra,Biomass=0+0*(DBH^2)+3.15067*((DBH^2)^(1.21955)),in2,1,114,NA,lb,Temperate coniferous forests,Stem + branches (live)
645,38182,31.0587,-82.1358,Fagaceae,Quercus,nigra,Biomass=0+0*(DBH^2)+3.15067*((DBH^2)^(1.21955)),in2,1,114,NA,lb,Temperate coniferous forests,Stem + branches (live)
646,38182,32.2096,-81.3061,Fagaceae,Quercus,nigra,Biomass=0+0*(DBH^2)+3.15067*((DBH^2)^(1.21955)),in2,1,114,NA,lb,Temperate coniferous forests,Stem + branches (live)
647,38182,31.7546,-90.7806,Fagaceae,Quercus,nigra,Biomass=0+0*(DBH^2)+3.15067*((DBH^2)^(1.21955)),in2,1,114,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
648,38182,32.7716,-80.6905,Fagaceae,Quercus,nigra,Biomass=0+0*(DBH^2)+3.15067*((DBH^2)^(1.21955)),in2,1,114,NA,lb,Temperate coniferous forests,Stem + branches (live)
649,38182,32.9054,-80.1285,Fagaceae,Quercus,nigra,Biomass=0+0*(DBH^2)+3.15067*((DBH^2)^(1.21955)),in2,1,114,NA,lb,Temperate coniferous forests,Stem + branches (live)
650,38182,33.2266,-81.092,Fagaceae,Quercus,nigra,Biomass=0+0*(DBH^2)+3.15067*((DBH^2)^(1.21955)),in2,1,114,NA,lb,Temperate coniferous forests,Stem + branches (live)
651,38182,31.1658,-88.7465,Fagaceae,Quercus,nigra,Biomass=0+0*(DBH^2)+3.15067*((DBH^2)^(1.21955)),in2,1,114,NA,lb,Temperate coniferous forests,Stem + branches (live)
652,38182,31.1658,-81.7343,Fagaceae,Quercus,nigra,Biomass=0+0*(DBH^2)+3.15067*((DBH^2)^(1.21955)),in2,1,114,NA,lb,Temperate coniferous forests,Stem + branches (live)
653,38183,19.0833,-98.6333,Pinaceae,Pinus,hartwegii,(0.0635*(DBH)^2.4725),cm,3.3,57.2,NA,kg,NA,Whole tree (aboveground)
655,38188,41.312521,-101.879768,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.06011*((DBH^2)^(1.19138)),in2,1,22,NA,lb,"Temperate grasslands, savannas, and shrublands",Whole tree (aboveground)
656,38190,35.212,-83.4217,Fagaceae,Quercus,rubra,Biomass=0+0*(DBH^2)+3.06739*((DBH^2)^(1.22338)),in2,35,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
657,38190,35.8022,-82.3452,Fagaceae,Quercus,rubra,Biomass=0+0*(DBH^2)+3.06739*((DBH^2)^(1.22338)),in2,35,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
658,38190,34.766,-84.1435,Fagaceae,Quercus,rubra,Biomass=0+0*(DBH^2)+3.06739*((DBH^2)^(1.22338)),in2,35,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
659,38191,38.597626,-80.454903,Betulaceae,Betula,alleghaniensis,Biomass=0+0*(DBH)+3.1042*((DBH)^(2.3753)),in,2,20,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
660,38196,-3.106409,-60.02643,Fabaceae,Machaerium,castaneiflorum,log Biomass=-6.697+2.012*LOG((DBH)),mm,10,77,log,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
663,38217,44.8831,-68.6719,Pinaceae,Pinus,strobus,log Biomass=7.2653+0.5468*(log((DBH))),in,0.1,1,log,g,Temperate broadleaf and mixed forests,Whole tree (aboveground)
664,38225,-3.34,103.94,Leguminosae,Acacia,crassicarpa,0.0267*((DBH)^2.8912),cm,6,28,NA,kg,Tropical and subtropical moist broadleaf forests,Aboveground biomass
665,38240,40.0403,-115.6624,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Deserts and xeric shrublands,Whole tree (above stump)
666,38240,38.638,-119.3998,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Deserts and xeric shrublands,Whole tree (above stump)
667,38240,38.552,-119.2871,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Deserts and xeric shrublands,Whole tree (above stump)
668,38240,39.2211,-116.7805,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Deserts and xeric shrublands,Whole tree (above stump)
669,38240,39.5021,-117.0251,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Deserts and xeric shrublands,Whole tree (above stump)
670,38240,38.4662,-119.175,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Deserts and xeric shrublands,Whole tree (above stump)
671,38240,38.4665,-119.1693,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Deserts and xeric shrublands,Whole tree (above stump)
672,38240,38.9861,-117.5897,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Deserts and xeric shrublands,Whole tree (above stump)
673,38240,38.8936,-115.3354,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Temperate coniferous forests,Whole tree (above stump)
674,38240,39.1578,-119.5099,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Deserts and xeric shrublands,Whole tree (above stump)
675,38240,38.4663,-119.1615,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Deserts and xeric shrublands,Whole tree (above stump)
676,38240,39.0711,-119.5094,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Deserts and xeric shrublands,Whole tree (above stump)
677,38240,38.9839,-119.5098,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Deserts and xeric shrublands,Whole tree (above stump)
678,38240,39.1953,-119.4824,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Deserts and xeric shrublands,Whole tree (above stump)
679,38240,39.1808,-119.4823,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Deserts and xeric shrublands,Whole tree (above stump)
680,38240,38.8971,-117.8145,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Deserts and xeric shrublands,Whole tree (above stump)
681,38240,39.1648,-116.4464,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Temperate coniferous forests,Whole tree (above stump)
682,38240,38.5461,-119.1831,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Deserts and xeric shrublands,Whole tree (above stump)
683,38240,39.1578,-119.5099,Pinaceae,Pinus,nigra,log Biomass=-1.4027+0*(DBH)+2.0851*(LOG((DBH)^(1))),cm,2,99,log,kg,Deserts and xeric shrublands,Whole tree (above stump)
685,38242,-3.34,103.94,Fagaceae,Schima,wallichii,0.459*((DBH)^1.366),cm,3,24.6,NA,kg,Tropical and subtropical moist broadleaf forests,Aboveground biomass
686,38245,28.7195,83.51166,Cupressaceae,Cupressus,macrocarpa,Biomass=1.089*((DBH)^1.6481),cm,4,45,NA,kg,Montane grasslands,"Bark,Branches,Leaves,Stump and Trunk"
687,38245,28.20761,83.69911,Cupressaceae,Cupressus,macrocarpa,Biomass=1.089*((DBH)^1.6481),cm,4,45,NA,kg,Tropical and subtropical moist broadleaf forests,"Bark,Branches,Leaves,Stump and Trunk"
688,38245,28.1394,83.92383,Cupressaceae,Cupressus,macrocarpa,Biomass=1.089*((DBH)^1.6481),cm,4,45,NA,kg,Tropical and subtropical moist broadleaf forests,"Bark,Branches,Leaves,Stump and Trunk"
689,38245,28.04896,83.80348,Cupressaceae,Cupressus,macrocarpa,Biomass=1.089*((DBH)^1.6481),cm,4,45,NA,kg,Tropical and subtropical coniferous forests,"Bark,Branches,Leaves,Stump and Trunk"
690,38245,27.4501,86.42698,Cupressaceae,Cupressus,macrocarpa,Biomass=1.089*((DBH)^1.6481),cm,4,45,NA,kg,Temperate broadleaf and mixed forests,"Bark,Branches,Leaves,Stump and Trunk"
691,38245,28.22395,83.95466,Cupressaceae,Cupressus,macrocarpa,Biomass=1.089*((DBH)^1.6481),cm,4,45,NA,kg,Tropical and subtropical moist broadleaf forests,"Bark,Branches,Leaves,Stump and Trunk"
692,38245,28.22395,83.95466,Cupressaceae,Cupressus,macrocarpa,Biomass=1.089*((DBH)^1.6481),cm,4,45,NA,kg,Tropical and subtropical moist broadleaf forests,"Bark,Branches,Leaves,Stump and Trunk"
693,38245,27.67578,85.31737,Cupressaceae,Cupressus,macrocarpa,Biomass=1.089*((DBH)^1.6481),cm,4,45,NA,kg,Temperate broadleaf and mixed forests,"Bark,Branches,Leaves,Stump and Trunk"
694,38245,28.22395,83.95466,Cupressaceae,Cupressus,macrocarpa,Biomass=1.089*((DBH)^1.6481),cm,4,45,NA,kg,Tropical and subtropical moist broadleaf forests,"Bark,Branches,Leaves,Stump and Trunk"
695,38262,-5.3,32.9667,Unknown,All,All,Biomass=0.1027*(DBH)^(2.4798),cm,1,110,NA,kg,"Tropical and subtropical grasslands, savannas, and shrublands",Above ground
696,38262,-6.8333,31.0833,Unknown,All,All,Biomass=0.1027*(DBH)^(2.4798),cm,1,110,NA,kg,"Tropical and subtropical grasslands, savannas, and shrublands",Above ground
697,38262,-9.7833,37.9167,Unknown,All,All,Biomass=0.1027*(DBH)^(2.4798),cm,1,110,NA,kg,"Tropical and subtropical grasslands, savannas, and shrublands",Above ground
698,38262,-4.3333,35.7833,Unknown,All,All,Biomass=0.1027*(DBH)^(2.4798),cm,1,110,NA,kg,"Tropical and subtropical grasslands, savannas, and shrublands",Above ground
699,38263,-7.09,107.67,Pinaceae,Pinus,merkusii,0.103*((DBH)^2.459),cm,0.4,44,NA,kg,Tropical and subtropical moist broadleaf forests,Total tree biomass
704,38311,6.088611,-73.132361,Clusiaceae,Clusia,cruciata,Biomass=1.92026*(DBH)^(1.29994),cm,20,30,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
705,38327,39.6736,-79.7932,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH)+1.93378*((DBH)^(2.6209)),in,2,16,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
706,38328,35.212,-83.4217,Malvaceae,Tilia,americana,Biomass=0+0*(DBH^2)+1.94274*((DBH^2)^(1.21008)),in2,31,110,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
707,38328,35.8022,-82.3452,Malvaceae,Tilia,americana,Biomass=0+0*(DBH^2)+1.94274*((DBH^2)^(1.21008)),in2,31,110,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
708,38328,34.766,-84.1435,Malvaceae,Tilia,americana,Biomass=0+0*(DBH^2)+1.94274*((DBH^2)^(1.21008)),in2,31,110,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
709,38331,30.0684,-83.3669,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
710,38331,34.1901,-78.2818,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
711,38331,34.8324,-77.345,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
712,38331,35.2406,-77.1309,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
713,38331,36.1506,-76.9703,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
714,38331,30.684,-88.7733,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
715,38331,32.3166,-88.0774,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
716,38331,31.8884,-87.3012,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
717,38331,31.7278,-88.0774,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
718,38331,30.684,-86.2574,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
719,38331,35.6956,-76.5957,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
720,38331,33.8957,-79.0847,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
721,38331,31.1925,-87.8633,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
722,38331,29.3726,-82.564,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
723,38331,33.4942,-79.4862,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
724,38331,36.7929,-76.8365,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
725,38331,29.8276,-82.9387,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
726,38331,29.3726,-81.6808,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
727,38331,29.9882,-81.7343,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
728,38331,30.3896,-81.7343,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
729,38331,31.0587,-82.1358,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
730,38331,32.2096,-81.3061,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
731,38331,31.7546,-90.7806,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
732,38331,32.7716,-80.6905,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
733,38331,32.9054,-80.1285,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
734,38331,33.2266,-81.092,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
735,38331,31.1658,-88.7465,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
736,38331,31.1658,-81.7343,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155)),in2,121,437,NA,lb,Temperate coniferous forests,Whole tree (above stump)
737,38334,30.0684,-83.3669,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
738,38334,34.1901,-78.2818,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
739,38334,34.8324,-77.345,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
740,38334,35.2406,-77.1309,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
741,38334,36.1506,-76.9703,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
742,38334,30.684,-88.7733,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
743,38334,32.3166,-88.0774,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
744,38334,31.8884,-87.3012,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
745,38334,31.7278,-88.0774,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
746,38334,30.684,-86.2574,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
747,38334,35.6956,-76.5957,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
748,38334,33.8957,-79.0847,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
749,38334,31.1925,-87.8633,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
750,38334,29.3726,-82.564,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
751,38334,33.4942,-79.4862,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
752,38334,36.7929,-76.8365,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
753,38334,29.8276,-82.9387,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
754,38334,29.3726,-81.6808,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
755,38334,29.9882,-81.7343,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
756,38334,30.3896,-81.7343,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
757,38334,31.0587,-82.1358,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
758,38334,32.2096,-81.3061,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
759,38334,31.7546,-90.7806,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
760,38334,32.7716,-80.6905,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
761,38334,32.9054,-80.1285,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
762,38334,33.2266,-81.092,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
763,38334,31.1658,-88.7465,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
764,38334,31.1658,-81.7343,Cornaceae,Nyssa,aquatica,Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842)),in2,1,100,NA,lb,Temperate coniferous forests,Whole tree (above stump)
765,38335,33.8055,-88.9553,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+1.88717*((DBH^2)^(1.29016)),in2,29,104,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
766,38335,35.8935,-85.335,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+1.88717*((DBH^2)^(1.29016)),in2,29,104,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
767,38335,35.1945,-84.7525,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+1.88717*((DBH^2)^(1.29016)),in2,29,104,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
768,38335,35.1855,-86.3655,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+1.88717*((DBH^2)^(1.29016)),in2,29,104,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
769,38335,35.1766,-87.4498,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+1.88717*((DBH^2)^(1.29016)),in2,29,104,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
770,38335,34.6837,-87.5036,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+1.88717*((DBH^2)^(1.29016)),in2,29,104,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
771,38335,35.1407,-89.2152,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+1.88717*((DBH^2)^(1.29016)),in2,29,104,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
772,38335,36.8882,-84.5375,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+1.88717*((DBH^2)^(1.29016)),in2,29,104,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
773,38335,36.8523,-87.8172,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+1.88717*((DBH^2)^(1.29016)),in2,29,104,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
774,38335,37.2108,-88.2295,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+1.88717*((DBH^2)^(1.29016)),in2,29,104,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
775,38335,36.7806,-88.2832,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+1.88717*((DBH^2)^(1.29016)),in2,29,104,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
776,38335,36.7448,-88.803,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+1.88717*((DBH^2)^(1.29016)),in2,29,104,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
