"","ID_list","ID","LAT","LON","Ecoregion_WWF","Equations","DBH5","DBH6","DBH7","DBH8","DBH9","DBH10","DBH11","DBH12","DBH13","DBH14","DBH15","DBH16","DBH17","DBH18","DBH19","DBH20","DBH21","DBH22","DBH23","DBH24","DBH25","DBH30","DBH35","DBH40","DBH45","DBH50","DBH55","DBH60","DBH65","DBH70","DBH75","DBH80","DBH85","DBH90","DBH95","DBH100","DBH110","DBH120","DBH130","DBH140","DBH150","DBH160","DBH170","DBH180","DBH190","DBH200","DBH210","DBH220","DBH230","DBH240","DBH250","DBH260","DBH270","DBH280","DBH290","DBH300"
"44","ID44",36820,30.0684,-83.3669,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","ID45",36820,34.1901,-78.2818,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","ID46",36820,34.8324,-77.345,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","ID47",36820,35.2406,-77.1309,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","ID48",36820,36.1506,-76.9703,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","ID49",36820,30.684,-88.7733,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","ID50",36820,32.3166,-88.0774,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","ID51",36820,31.8884,-87.3012,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","ID52",36820,31.7278,-88.0774,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","ID53",36820,30.684,-86.2574,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","ID54",36820,35.6956,-76.5957,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","ID55",36820,33.8957,-79.0847,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","ID56",36820,31.1925,-87.8633,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","ID57",36820,29.3726,-82.564,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","ID58",36820,33.4942,-79.4862,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","ID59",36820,36.7929,-76.8365,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","ID60",36820,29.8276,-82.9387,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","ID61",36820,29.3726,-81.6808,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","ID62",36820,29.9882,-81.7343,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","ID63",36820,30.3896,-81.7343,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","ID64",36820,31.0587,-82.1358,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","ID65",36820,32.2096,-81.3061,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","ID66",36820,31.7546,-90.7806,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","ID67",36820,32.7716,-80.6905,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","ID68",36820,32.9054,-80.1285,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","ID69",36820,33.2266,-81.092,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","ID70",36820,31.1658,-88.7465,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","ID71",36820,31.1658,-81.7343,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",5.55089484321546,8.49594356643686,12.1758390714363,16.6295730642026,21.8925657777186,27.9973885790182,34.9742772488248,42.8515113496827,51.6557035401384,61.412025878178,72.1443905879855,83.8755970221108,96.6274529522001,110.420875981763,125.275979305356,141.2121449576,158.248086933189,176.401906010248,195.691137707115,216.132794502788,237.743403224535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","ID72",36826,44.8831,-68.6719,"Temperate broadleaf and mixed forests","log Biomass=0.9392+0*(DBH)+2.3804*(log((DBH)^(1)))",5.8172096434053,8.97837526573166,12.9585942426965,17.8074577294303,23.5703149973604,30.2891103238521,38.0029810248239,46.7487018043066,56.5610252280158,67.4729491834686,79.5159313565201,92.7200642262409,107.114219972577,122.726172011411,139.582698068496,157.709668457717,177.132122347934,197.874334166566,219.959871820563,243.411648066137,268.251966093914,414.024414624949,597.566289768736,821.16441384733,1086.91000102818,1396.73724924456,1752.45091757964,2155.74681678524,2608.22750971391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","ID73",36882,1.05,116.3166667,"Tropical and subtropical moist broadleaf forests","(-2.89)+(2.62*(log(DBH)))",3.76868950859574,6.07638416508103,9.10009261119051,12.9117382463744,17.579411086261,23.1680214869652,29.7397821166279,37.3545760611381,46.0702459039528,55.9428259262445,67.026732133757,79.3749202325602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","ID76",36893,41.4941,-71.5828,"Temperate broadleaf and mixed forests","log Biomass=0.10594+0*(DBH)+2.33968*(log((DBH)^(1)))",NA,NA,NA,16.2842348027529,21.4510171242983,27.4476884216839,34.30452519629,42.0498598680635,50.7103674657018,60.3112899856728,70.8766156846966,82.429224902389,94.9910104566896,108.582978343254,123.225332919244,138.93754968328,155.738438009439,173.646195650325,192.678456426106,212.852332219663,234.184450173502,358.770587955806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","ID77",36895,-5.3,32.9667,"Tropical and subtropical grasslands, savannas, and shrublands","Biomass=0.1054*(DBH)^(2.4809)",5.71367185597007,8.98164835859661,13.1657116265587,18.336504931734,24.559575306248,31.8963222869457,40.4046848311256,50.1396576379298,61.1536908757842,73.4970071371741,87.2178577831785,102.362733748464,118.976541377155,137.102750900909,156.78352316503,178.059818813305,200.971493149317,225.557379171058,251.855360742755,279.902437467684,309.734782520915,486.889861923465,713.705464748446,994.011121112949,1331.36009698185,1729.08082504623,2190.31414202033,2718.04127811968,3315.10552604992,3984.22942293836,4728.02864662,5549.02344325196,6449.64815927238,7432.25929030928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","ID78",36958,45.4972,-89.2585,"Temperate broadleaf and mixed forests","log Biomass=-2.474+0*(DBH)+2.555*(LOG((DBH)^(1)))",5.1454553371258,8.19845272077971,12.155727171145,17.0981990456096,23.101759768808,30.2381663409588,38.5756952724456,48.179638315139,59.1126891806511,71.4352522981406,85.205694104637,100.480550893435,117.314703116226,135.761523303454,155.873002906451,177.699862063954,201.291645365357,226.696806004718,253.962780216091,283.136053501184,314.26221987017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","ID79",36968,44.8831,-68.6719,"Temperate broadleaf and mixed forests","log Biomass=0.7164+0*(DBH)+2.2087*(log((DBH)^(1)))",4.14429682732878,6.19924030504572,8.71372492025339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","ID86",37032,41.312521,-101.879768,"Temperate grasslands, savannas, and shrublands","Biomass=0+0*(DBH)+0.1231*((DBH)^(2.242))",4.54306345301594,6.83711927446017,9.65979385940169,13.0312418118868,16.9695278561967,21.4910707024514,26.610954539976,32.3431568253734,38.7007203530745,45.6958866963858,53.3402019629876,61.6446021536601,70.619483139907,80.2747588089787,90.6199099473656,101.664025764631,113.415839490258,125.883759140253,139.075894305202,153.000079629778,167.66389551689,252.32710560285,356.499240018811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","ID87",37033,37.4348,-88.669,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH)+0.12147*((DBH)^(2.4777))",6.55099112745132,10.2918721969698,15.0788577855058,20.9920616071705,28.1057835373435,36.4895940215622,46.2091188881531,57.3266290371758,69.9014968177696,83.99055779458,99.6484032552916,116.927620694135,135.878994356622,156.551674545554,178.993322094594,203.250232820335,229.367445628623,257.388837126819,287.357204984674,319.31434182923,353.30110111094,555.05032886484,813.216955338347,1132.12158833856,1515.77128989219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","ID88",37056,NA,NA,NA,"(0.089*(DBH)^2.5226)",NA,NA,NA,16.8859231274072,22.7280492058656,29.6476316790698,37.7057161852454,46.9604897946673,57.4676591430165,69.2807514276523,82.4513587084413,97.0293394642035,113.062987222491,130.599173353792,149.683469267778,170.360251956202,192.67279590445,216.663353722187,242.373227346036,269.842831292795,299.111749155911,473.77930202828,698.966007358707,978.918510616464,1317.6009336269,1718.74615486521,2185.8931401789,2722.41513719802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","ID93",37137,44.5167,-123.8667,"Temperate coniferous forests","log Biomass=-2.1253+0*(DBH)+2.2985*(LOG((DBH)^(1)))",NA,NA,NA,NA,NA,23.7407228243339,29.5552763479521,36.0987390201034,43.3903079969846,51.4480866018795,60.2892243579887,69.9300305141273,80.386067495635,91.6722288502836,103.80280501308,116.79153935763,130.651676399283,145.396003582478,161.036887768073,177.586307300882,195.055880359858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","ID96",37250,30.0684,-83.3669,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332))",5.85276641445848,8.94514625878607,12.8040842932485,17.4692760691821,22.9767401605183,29.3595652772728,36.6484404075183,44.8720462943473,54.0573537432545,64.2298567895459,75.4137588235723,87.6321238163245,100.907001057806,115.259529397106,130.710025348721,147.278058311199,164.982515355872,183.841657476148,203.873168772159,225.094199735903,247.521405567901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","ID97",37250,34.1901,-78.2818,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332))",5.85276641445848,8.94514625878607,12.8040842932485,17.4692760691821,22.9767401605183,29.3595652772728,36.6484404075183,44.8720462943473,54.0573537432545,64.2298567895459,75.4137588235723,87.6321238163245,100.907001057806,115.259529397106,130.710025348721,147.278058311199,164.982515355872,183.841657476148,203.873168772159,225.094199735903,247.521405567901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
